"Fire","Patch","Elevation","Nearby_Easting","Nearby_Northing","Sdlg","Species","Slope.Deg","Aspect.deg","Ht.cm","BasDia.cm","LastYearGrth.cm","HTLCB","Dia_at_2016_growth","Dia_at_2015_growth","Ht2015.meas2016","Note1","Note2","Note3_Light","DataSheet1","Light_File","DIFN","FirePatch","return","Date1","Date2","personel2","personel1","Time1","Time2","Photo","DataSheet2","ShrubSpp03","Cov1","Ht1","Cov1.2","Ht1.2","Cov1.3","Ht1.3","DIFN.all","ref","Date","LAI.53","DIFN.53","Years"
"AMRC","2",1672,0,0,"219","PIPO",22,277,16,0.75,1.87,4,0.57,0.59,11,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",186,0.343,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",280,89.2857142857143,570,82.9824561403509,940,80.3191489361702,0.343,0,"20160719 06:34:05",1.87,0.312,8
"AMRC","2",NA,0,0,"220","PIPO",24,262,115,3.04,17.12,25,1.5,1.72,74,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",187,0.515,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",450,92.6666666666667,870,91.3793103448276,1270,91.4173228346457,0.515,0,"20160719 06:39:16",1.04,0.502,8
"AMRC","2",NA,0,0,"221","ABCO",22,257,80,1.8,14.44,10,0.88,1.32,51,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",188,0.625,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",260,66.9230769230769,650,78,1000,81.4,0.625,0,"20160719 06:45:56",0.58,0.688,8
"AMRC","2",NA,0,0,"222","PIPO",20,282,96,2.71,16.75,20,1.74,2.19,45,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",189,0.203,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,60.6060606060606,650,69.0769230769231,990,70.9090909090909,0.203,0,"20160719 06:51:57",2.29,0.221,8
"AMRC","2",NA,0,0,"223","ABCO",21,275,37,1.44,3.3,11,0.67,0.9,30,"same transects as 224","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",190,0.321,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,61.2121212121212,670,65.6716417910448,1060,68.2075471698113,0.321,0,"20160719 06:56:01",1.59,0.357,8
"AMRC","2",NA,0,0,"224","ABCO",21,275,33,1.18,2.76,8,0.66,0.71,25,"same transects as 223","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",191,0.535,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,61.2121212121212,670,65.6716417910448,1060,68.2075471698113,0.535,0,"20160719 06:58:48",0.76,0.628,8
"AMRC","2",NA,0,0,"225","ABCO",17,280,62,1.84,8.66,7,0.87,1.15,36,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",192,0.38,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",340,65.2941176470588,700,59.7142857142857,1050,67.4285714285714,0.38,0,"20160719 07:01:54",1.37,0.421,8
"AMRC","2",NA,0,0,"226","ABCO",11,282,42,1.64,2.72,9,0.75,0.91,33,"","","may be some sun on ""up"" measurements","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",193,0.44,"AMRC-2","0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",150,66,470,70.4255319148936,870,73.448275862069,0.44,0,"20160719 07:07:01",1.21,0.465,8
"AMRC","NE",1951,0,0,"227","ABCO",16,166,53,1.49,3.42,2,1.03,1.17,43,"same shrubs as 228","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",203,0.503,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","CECO",380,55.5263157894737,650,60.9230769230769,950,60.6315789473684,0.503,0,"20160720 05:49:44",0.86,0.58,8
"AMRC","NE",1951,0,0,"228","ABCO",16,166,84,1.99,6.06,17,0.65,0.87,63,"same shrubs as 227","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",204,0.498,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","CECO",380,55.5263157894737,650,60.9230769230769,950,60.6315789473684,0.498,0,"20160720 05:52:37",0.9,0.554,8
"AMRC","NE",1951,0,0,"229","ABCO",18,197,42,1.45,0.85,5,0.5,0.6,34,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",205,0.166,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","CECO",470,61.2765957446809,920,65,1320,65.7575757575758,0.166,0,"20160720 05:58:30",2.5,0.198,8
"AMRC","NE",1951,0,0,"230","ABCO",17,197,48,1.98,2.5,4,0.69,0.96,40,"forked 5 cm from base","same transects as 231","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",206,0.432,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",150,79.3333333333333,450,79.5555555555556,750,69.8666666666667,0.432,0,"20160720 06:02:50",1.14,0.517,8
"AMRC","NE",1951,0,0,"231","ABCO",17,197,50,1.31,9.35,5,0.5,0.79,27,"","same transects as 230","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",207,0.305,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",150,79.3333333333333,450,79.5555555555556,750,69.8666666666667,0.305,0,"20160720 06:04:46",1.65,0.358,8
"AMRC","NE",1951,0,0,"232","ABCO",17,197,55,0.89,6.6,2,0.38,0.6,45,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",208,0.095,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",380,81.5789473684211,630,79.5238095238095,860,75.8139534883721,0.095,0,"20160720 06:06:31",3.36,0.105,8
"AMRC","NE",1951,0,0,"233","ABCO",16,190,37,0.89,8.74,9,0.57,0.61,24,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",209,0.158,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","QUVA",310,53.8709677419355,570,52.6315789473684,940,53.7234042553191,0.158,0,"20160720 06:10:03",2.62,0.186,8
"AMRC","NE",1951,0,0,"234","PIPO",20,197,35,1.51,3.39,9,0.77,1.01,22,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",210,0.183,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","QUVA",200,25,420,29.047619047619,610,36.2295081967213,0.183,0,"20160720 06:13:02",2.77,0.221,8
"AMRC","NE",1951,0,0,"235","ABCO",20,197,32,1.55,3.89,1,0.5,0.68,25,"same shrubs as 236","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",211,0.625,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",280,50,630,48.2539682539683,830,49.1566265060241,0.625,0,"20160720 06:14:44",0.58,0.679,8
"AMRC","NE",1951,0,0,"236","ABCO",20,197,32,1.11,3.98,1,0.27,0.42,29,"same shrubs as 235","forked","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",212,0.42,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",280,50,630,48.2539682539683,830,49.1566265060241,0.42,0,"20160720 06:16:31",1.18,0.457,8
"AMRC","NE",1951,0,0,"237","PIPO",18,198,62,1.28,7.44,20,0.83,0.85,39,"same shrubs as 238","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",213,0.549,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","QUVA",410,46.8292682926829,670,55.6716417910448,930,53.6559139784946,0.549,0,"20160720 06:19:52",0.75,0.625,8
"AMRC","NE",1951,0,0,"238","PIPO",18,198,61,1.62,10.34,24,0.85,1.15,42,"same shrubs as 237","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",214,0.45,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","QUVA",410,46.8292682926829,670,55.6716417910448,930,53.6559139784946,0.45,0,"20160720 06:21:33",1.06,0.529,8
"AMRC","NE",1951,0,0,"239","PIPO",17,187,46,1.62,7.98,15,0.84,1.12,32,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",215,0.627,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",220,66.3636363636364,590,73.728813559322,940,77.1276595744681,0.627,0,"20160720 06:23:55",0.6,0.688,8
"AMRC","NE",1951,0,0,"240","ABCO",17,187,56,1.66,2.77,3,0.35,0.51,51,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",216,0.454,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",360,67.5,710,66.9014084507042,1040,63.4615384615385,0.454,0,"20160720 06:25:36",1.2,0.452,8
"AMRC","NE",1951,0,0,"241","PIPO",17,187,48,0.98,6.74,8,0.62,0.69,30,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",217,0.215,"AMRC-NE","0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",410,76.0975609756098,590,71.864406779661,810,68.8888888888889,0.215,0,"20160720 06:27:42",2.18,0.238,8
"AMRC","NE",1940,0,0,"242","ABCO",20,196,32,0.93,2.03,10,0.38,0.51,29,"same shrubs as 243","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",218,0.223,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",350,74.2857142857143,690,65.2173913043478,900,59.3333333333333,0.223,0,"20160720 06:32:48",2.17,0.249,8
"AMRC","NE",1940,0,0,"243","ABCO",20,196,28,1.13,3.15,6,0.38,0.97,20,"same shrubs as 242","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",219,0.28,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",350,74.2857142857143,690,65.2173913043478,900,59.3333333333333,0.28,0,"20160720 06:34:54",1.9,0.301,8
"AMRC","NE",1940,0,0,"244","PIPO",20,196,22,0.89,1.28,6,0.62,0.67,16,"","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",220,0.481,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",160,79.375,460,71.5217391304348,720,69.3055555555556,0.481,0,"20160720 06:37:30",0.95,0.539,8
"AMRC","NE",1940,0,0,"245","ABCO",16,202,45,0.7,9.35,1,0.4,0.51,30,"","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",221,0.086,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,53.75,730,52.7397260273973,1020,54.0196078431373,0.086,0,"20160720 06:40:41",3.57,0.096,8
"AMRC","NE",1940,0,0,"246","ABCO",18,192,65,1.51,9.73,2,0.5,0.73,46,"same shrubs as 247","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",223,0.313,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,40,800,40.125,1190,45.0420168067227,0.313,0,"20160720 06:46:42",1.57,0.354,8
"AMRC","NE",1940,0,0,"247","ABCO",18,192,34,0.94,2.11,3,0.49,0.74,25,"same shrubs as 246","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",224,0.067,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,40,800,40.125,1190,45.0420168067227,0.067,0,"20160720 06:49:35",4.08,0.078,8
"AMRC","NE",1940,0,0,"248","ABCO",18,202,37,0.68,2.63,5,0.3,0.38,30,"same shrubs as 249","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",225,0.114,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",370,52.972972972973,690,49.4202898550725,1080,48.2407407407407,0.114,0,"20160720 06:54:34",3.21,0.134,8
"AMRC","NE",1940,0,0,"249","ABCO",18,202,45,0.94,4.49,15,0.37,0.52,29,"same shrubs as 248","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",226,0.146,"AMRC-NE","0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",370,52.972972972973,690,49.4202898550725,1080,48.2407407407407,0.146,0,"20160720 06:56:42",2.73,0.169,8
"AMRC","3",NA,0,0,"250","ABCO",4,14,38,1.2,1.45,9,0.4,0.54,24,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",227,0.496,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","ARPA",380,82.6315789473684,640,78.28125,740,73.6486486486486,0.496,0,"20160721 05:26:16",0.9,0.556,8
"AMRC","3",NA,0,0,"251","PIPO",2,14,28,0.63,2.8,15,0.55,0.61,20,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",228,0.407,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",270,60.3703703703704,520,63.0769230769231,600,56.8333333333333,0.407,0,"20160721 05:29:51",1.48,0.383,8
"AMRC","3",NA,0,0,"252","ABCO",2,14,29,1.17,0.98,11,0.46,0.55,25,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",229,0.353,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","ARPA",240,89.5833333333333,480,72.0833333333333,640,58.4375,0.353,0,"20160721 05:31:33",1.57,0.374,8
"AMRC","3",NA,0,0,"253","ABCO",6,324,56,1.25,14.19,5,0.76,0.93,29,"same shrubs as 254","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",230,0.371,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",250,76.8,450,79.7777777777778,790,68.7341772151899,0.371,0,"20160721 05:35:34",1.4,0.391,8
"AMRC","3",NA,0,0,"254","ABCO",6,324,62,1.7,16.75,3,0.76,1.24,41,"same shrubs as 253","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",231,0.369,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",250,76.8,450,79.7777777777778,790,68.7341772151899,0.369,0,"20160721 05:38:26",1.43,0.385,8
"AMRC","3",NA,0,0,"255","ABCO",7,336,38,1.24,1.37,4,0.41,0.6,29,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",232,0.098,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",380,83.4210526315789,660,88.4848484848485,890,84.4943820224719,0.098,0,"20160721 05:40:43",3.34,0.116,8
"AMRC","3",NA,0,0,"256","ABCO",5,342,48,1.32,5.09,5,0.62,0.8,29,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",233,0.13,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",360,84.7222222222222,580,79.4827586206897,710,77.0422535211268,0.13,0,"20160721 05:44:32",3.02,0.132,8
"AMRC","3",NA,0,0,"257","ABCO",5,342,34,1.21,3.58,7,0.68,0.84,23,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",234,0.328,"AMRC-3","0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",420,79.7619047619048,660,79.3939393939394,780,73.2051282051282,0.328,0,"20160721 05:46:58",1.53,0.359,8
"AMRC","3",NA,0,0,"258","ABCO",4,341,56,1.65,13.05,1,0.7,0.98,27,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",235,0.302,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",260,66.1538461538462,580,62.0689655172414,880,65,0.302,0,"20160721 05:49:45",1.78,0.306,8
"AMRC","3",NA,0,0,"259","PIPO",4,340,38,1.05,8.78,2,0.78,0.75,17,"diameters double checked. forked at 2016 node","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",236,0.19,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",290,67.5862068965517,560,47.6785714285714,830,43.9759036144578,0.19,0,"20160721 05:53:25",2.41,0.201,8
"AMRC","3",NA,0,0,"260","PIPO",2,346,25,0.82,2.77,20,0.53,0.67,15,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",237,0.52,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","ARPA",210,54.2857142857143,550,51.0909090909091,780,53.0769230769231,0.52,0,"20160721 05:56:24",0.85,0.589,8
"AMRC","3",NA,0,0,"261","CADE",3,350,31,0.94,0,3,NA,NA,NA,"double checked diameters","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",238,0.536,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",170,61.7647058823529,540,56.8518518518519,780,55.7692307692308,0.536,0,"20160721 05:58:43",0.83,0.599,8
"AMRC","3",NA,0,0,"262","PIPO",3,350,65,1.72,10.9,24,1.16,1.21,40,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",239,0.57,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",340,54.1176470588235,630,53.1746031746032,940,54.6808510638298,0.57,0,"20160721 06:02:02",0.7,0.629,8
"AMRC","3",NA,0,0,"263","ABCO",3,347,79,1.84,11.29,1,0.86,1.21,45,"CECO above as well, ht 92","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",241,0.198,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",460,75.8695652173913,730,75.6164383561644,1020,70.3921568627451,0.198,0,"20160721 06:06:50",2.35,0.221,8
"AMRC","3",NA,0,0,"264","ABCO",3,347,51,1.6,3.27,2,0.61,0.86,30,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",242,0.227,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","ARPA",310,69.0322580645161,620,76.1290322580645,970,75.979381443299,0.227,0,"20160721 06:09:58",2.21,0.257,8
"AMRC","3",NA,0,0,"265","ABCO",3,347,26,0.89,1.47,2,0.47,0.54,18,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",243,0.134,"AMRC-3","0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",500,76.8,830,75.3012048192771,1110,77.1171171171171,0.134,0,"20160721 06:12:08",2.84,0.15,8
"FRDS","SE",1316,738851,4298772,"152","CADE",2,100,38,1.98,0,10,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",160,0.254,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",300,25,650,25.3846153846154,1070,29.4392523364486,0.254,0,"20160708 06:05:45",1.93,0.276,12
"FRDS","SE",1316,738851,4298772,"153","PIPO",20,253,57,1.15,9.21,15,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",161,0.414,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",280,24.6428571428571,530,30.9433962264151,890,36.9662921348315,0.414,0,"20160708 06:10:20",1.25,0.436,12
"FRDS","SE",1316,738851,4298772,"154","CADE",20,253,28,0.56,0,5,NA,NA,NA,"growth measured 7/2/16","","","Data_Sheet_FRDS_SE_JUL_1",162,0.29,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",280,30.7142857142857,550,29.4181818181818,830,29.855421686747,0.29,0,"20160708 06:13:51",1.74,0.329,12
"FRDS","SE",1316,738851,4298772,"155","PIPO",21,190,45,0.91,4.2,10,NA,NA,NA,"slope and aspect added from Varya notebook","north up measurements taken at 260 cm","","Data_Sheet_FRDS_SE_JUL_1",164,0.309,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",480,104.583333333333,740,96.8918918918919,1040,89.3269230769231,0.309,0,"20160708 06:44:57",1.91,0.283,12
"FRDS","SE",1366,0,0,"194","PIPO",19,220,67,2.63,7.42,30,1.45,1.61,40,"PIPO with none above","","","Data_Sheet_FRDS_SE_JUL_8_2016",163,0.733,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",140,30,460,56.304347826087,750,88.6666666666667,0.733,0,"20160708 06:18:21",0.37,0.791,12
"FRDS","SE",1366,0,0,"195","PIPO",20,187,182,3.2,20.3,40,1.7,1.84,125,"PIPO with quercus chrysolepis (best guess)","","","Data_Sheet_FRDS_SE_JUL_8_2016",166,0.175,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","other",390,174.358974358974,720,172.916666666667,1020,173.039215686275,0.175,0,"20160708 07:01:36",2.43,0.204,12
"FRDS","SE",1366,0,0,"196","PIPO",15,220,60,1.72,18.03,20,1.4,1.66,20,"PIPO with none above","","","Data_Sheet_FRDS_SE_JUL_8_2016",168,0.786,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",150,28,330,27.8787878787879,470,29.1489361702128,0.786,0,"20160708 07:15:43",0.22,0.864,12
"FRDS","SE",1366,0,0,"197","PIPO",18,185,158,6.55,31.1,50,1.97,2.46,89,"PIPO. none above","","","Data_Sheet_FRDS_SE_JUL_8_2016",0,0,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",220,42.2727272727273,370,58.3783783783784,520,55.3846153846154,0,0,NA,NA,NA,12
"FRDS","SE",1366,0,0,"198","PIPO",15,197,88,2.47,13.05,40,1.66,1.8,52,"PIPO. none above","52 cm height to 2015 d","","Data_Sheet_FRDS_SE_JUL_8_2016",0,0,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",280,33.5714285714286,560,48.5714285714286,780,53.5897435897436,0,0,NA,NA,NA,12
"FRDS","SE",1366,0,0,"199","CADE",24,129,49,1.15,0,10,NA,NA,NA,"CADE. No shrub above","","","Data_Sheet_FRDS_SE_JUL_8_2016",0,0,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",120,41.6666666666667,370,49.1891891891892,500,43.2,0,0,NA,NA,NA,12
"FRDS","SE",1366,0,0,"200","CADE",24,163,45,1.12,0,10,NA,NA,NA,"CADE with ARVI above","same shrubs as 201","","Data_Sheet_FRDS_SE_JUL_8_2016",0,0,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",190,84.2105263157895,560,74.1071428571429,940,74.2553191489362,0,0,NA,NA,NA,12
"FRDS","SE",1366,0,0,"201","CADE",24,163,33,0.51,0,4,NA,NA,NA,"CADE with ARVI above","same shrubs as 200","","Data_Sheet_FRDS_SE_JUL_8_2016",0,0,"FRDS-SE","0",2016-07-08,9999-09-09,"0","vf hh",07:33:00,01:00:00,"0","NA","CHFO",190,84.2105263157895,560,74.1071428571429,940,74.2553191489362,0,0,NA,NA,NA,12
"FRDS","A",NA,734550,4296666,"26","PIPO",18,130,90,1.6,9,0,NA,NA,NA,"return"," combine with other seedling 26 row","north up held at 270cm, south up held at 285cm","Data_Sheet_FRDS_Jun10_2",254,0.332,"FRDS-A","0",2016-06-10,2016-07-27,"VF HH","CT jb ",12:00:00,12:30:00,"1","NA","CEIN",410,180.731707317073,870,174.252873563218,1200,178.333333333333,0.332,0,"20160728 05:43:22",1.57,0.361,12
"FRDS","A",NA,734550,4296666,"27","PIPO",3,80,72,4.6,8.5,0,NA,NA,NA,"return"," combine with other seedling 27 row","all up measurements held at 350cm, discard 2nd north up measurement","Data_Sheet_FRDS_Jun10_2",255,0.208,"FRDS-A","0",2016-06-10,2016-07-27,"VF HH","CT jb ",12:00:00,12:30:00,"1","NA","CEIN",400,225,780,201.025641025641,1180,193.559322033898,0.208,0,"20160728 05:51:09",2.15,0.243,12
"FRDS","JB",1568,732837,4296459,"20","PIPO",18,90,81,2.5,19.5,0,NA,NA,NA,"no return no light. near a stream","","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA",NA,60,101.666666666667,180,84.4444444444444,480,83.9583333333333,0,0,NA,NA,NA,12
"FRDS","JB",1568,732837,4296459,"21","PIPO",18,90,83,2.7,20.5,0,NA,NA,NA,"no return no light. near a stream","","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA",NA,60,101.666666666667,180,84.4444444444444,480,83.9583333333333,0,0,NA,NA,NA,12
"FRDS","JB",1568,732837,4296459,"22","PIPO",18,90,91,2.3,12.5,0,NA,NA,NA,"no return no light. near a stream","","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA","PREM",200,105,390,111.025641025641,600,126.5,0,0,NA,NA,NA,12
"FRDS","JB",1568,732837,4296459,"23","PIPO",18,90,41,1.6,9.5,0,NA,NA,NA,"no return no light. near a stream","","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA","CEIN",220,119.090909090909,410,130.731707317073,680,146.029411764706,0,0,NA,NA,NA,12
"FRDS","JB",1568,732837,4296459,"24","CADE",18,90,230,7.8,0,0,NA,NA,NA,"no return no light. near a stream","calculate using basal area increment ","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA","PREM",20,95,290,108.620689655172,590,100.847457627119,0,0,NA,NA,NA,12
"FRDS","JB",1568,732837,4296459,"25","CADE",18,110,180,4.2,0,0,NA,NA,NA,"no return no light. near a stream","","","Data_Sheet_FRED_Jun10",0,0,"FRDS-JB","0",2016-06-10,9999-09-09,"0","CT jb ",08:39:00,01:00:00,"0","NA","CEIN",250,126.8,460,136.95652173913,820,132.682926829268,0,0,NA,NA,NA,12
